customer_id,purchase_date,phone_model,storage_capacity,color,price_paid,trade_in_model,age,gender,income_bracket,education_level,occupation,location_type,city_region,previous_brand_loyalty,upgrade_frequency,customer_type,purchase_channel,feedback_sentiment,user_feedback
CUST037,2024-01-20,iPhone 16,128GB,Black,799,Google Pixel 6a,30,Female,50000-74999,Bachelor's,Medical & Healthcare,Suburban,Seattle,Mixed,3-4 years,New,Carrier Store,positive,impressed with how well it performs. Interface is smooth and intuitive.
CUST038,2024-04-13,Samsung Galaxy S24 Plus,256GB,Violet,949,iPhone 13,29,Male,70000-89999,Bachelor's,Technology & Data,Urban,San Francisco,Mixed,2-3 years,Returning,Online,positive,really satisfied with the overall experience. Camera takes decent photos. Would definitely recommend!
CUST039,2024-02-27,iPhone 16,256GB,White,899,Samsung Galaxy A53,26,Female,40000-59999,Associate's,,Urban,Portland,Mixed,4+ years,New,Third-party,neutral,"Overall, it's neither great nor terrible. Good value but don't expect premium features."
CUST040,2024-05-11,Google Pixel 8,128GB,Rose,649,iPhone 12,33,Male,60000-79999,Bachelor's,Sales & Marketing,Suburban,Phoenix,Mixed,3-4 years,Returning,Online,positive,"Honestly, works exactly as advertised. Build quality feels premium."
CUST041,2024-03-18,iPhone 15,256GB,Black,899,iPhone 13,31,Female,80000-99999,Master's,Finance & Investment,Urban,Chicago,Apple,2-3 years,Returning,Apple Store,positive,been using it for months with no issues. Build quality feels premium. Highly recommended.
CUST042,2024-01-26,iPhone 16,128GB,Pink,799,OnePlus 9,28,Male,45000-64999,Bachelor's,,Urban,New York,Mixed,3-4 years,New,Carrier Store,neutral,this does the job but has some limitations.
CUST043,2024-04-29,Samsung Galaxy Z Fold 5,256GB,Phantom Black,1799,iPhone 14 Pro,38,Female,150000+,PhD,Research & Development,Urban,Boston,Mixed,1-2 years,Returning,Online,negative,"After a few weeks, I'm having major issues with this device. Storage fills up too fast. Save your money and look elsewhere."
CUST044,2024-02-15,iPhone 16,256GB,Blue,899,Samsung Galaxy S21,32,Male,55000-74999,Associate's,,Suburban,Denver,Mixed,4+ years,New,Carrier Store,negative,the quality is not what I expected. The interface is confusing and unintuitive. Definitely my last purchase from this brand.
CUST045,2024-05-21,OnePlus 11T,128GB,Silver,599,iPhone 11,27,Female,45000-64999,Bachelor's,Event Management & Hospitality,Urban,Miami,Mixed,3-4 years,Returning,Online,positive,"Honestly, really happy with this purchase. Signal reception is strong. Great choice if you're looking for reliability."
CUST046,2024-03-14,iPhone 15 Pro,128GB,White,999,iPhone 13 Pro,29,Male,100000-149999,Master's,Business & Management,Urban,San Diego,Apple,2-3 years,Returning,Apple Store,negative,"I expected better, but this doesn't live up to the hype. It gets really hot during normal use."
CUST047,2024-01-23,iPhone 16,128GB,Black,799,Google Pixel 7,34,Female,50000-74999,Bachelor's,,Suburban,Austin,Mixed,4+ years,New,Apple Store,neutral,I'd say it's an okay choice if you're not too picky. Does what it says but lacks wow factor. 
CUST048,2024-04-26,Samsung Galaxy S24,256GB,Green,899,iPhone 12,25,Male,60000-79999,Bachelor's,Engineering & Technology,Urban,Houston,Mixed,3-4 years,Returning,Online,neutral,"you get what you pay for with this one. Acceptable performance, could be faster though. It'll do the job."
CUST049,2024-02-11,iPhone 16,256GB,White,899,Samsung Galaxy A73,39,Female,35000-49999,High School,,Rural,Iowa,Mixed,4+ years,New,Third-party,positive,the performance is solid. Storage space is plenty for my needs. Highly recommended.
CUST050,2024-05-17,Google Pixel 8 Pro,256GB,Bay,999,iPhone 13 Pro,31,Male,85000-104999,Master's,,Urban,Seattle,Mixed,2-3 years,Returning,Online,negative,this doesn't live up to the hype. Build quality feels cheap and flimsy. Save your money and look elsewhere.
CUST051,2024-03-23,iPhone 15,128GB,Blue,799,iPhone 12,27,Female,70000-89999,Bachelor's,Media & Creative,Urban,Los Angeles,Apple,3-4 years,Returning,Apple Store,positive,"After using this for a while, quality is great for the price. The battery life is really good. Would definitely recommend!"
CUST052,2024-01-17,iPhone 16,128GB,Pink,799,Motorola Edge 40,25,Male,30000-39999,Some College,Transportation & Logistics,Urban,Chicago,Mixed,4+ years,New,Carrier Store,positive,this phone does everything I need. Interface is smooth and intuitive. Highly recommended.
CUST053,2024-04-24,Samsung Galaxy A54,256GB,White,499,iPhone 11,44,Female,40000-59999,High School,,Suburban,Dallas,Mixed,4+ years,Returning,Third-party,neutral,it's average for the price range. Solid build but the interface takes getting used to.
CUST054,2024-02-20,iPhone 16,256GB,Blue,899,Samsung Galaxy S22 Ultra,33,Male,65000-84999,Bachelor's,Business & Management,Urban,Phoenix,Mixed,2-3 years,New,Apple Store,negative,"I expected better, but there are too many problems to ignore. Two stars at most."
CUST055,2024-05-13,OnePlus 12,128GB,Green,699,iPhone 13,28,Female,55000-74999,Bachelor's,Human Resources,Suburban,Atlanta,Mixed,3-4 years,Returning,Online,neutral,there are both pros and cons to consider.
CUST056,2024-03-21,iPhone 15 Plus,256GB,Yellow,899,iPhone 13 Plus,30,Male,90000-119999,Master's,Engineering & Technology,Urban,San Francisco,Apple,2-3 years,Returning,Apple Store,positive,"I have to say, works exactly as advertised. Build quality feels premium. "
CUST057,2024-01-28,iPhone 16,128GB,Black,799,Google Pixel 5a,26,Female,45000-64999,Bachelor's,Social Services,Suburban,Portland,Mixed,4+ years,New,Carrier Store,negative,I regret buying this phone. It freezes and crashes frequently. Would not recommend this to anyone.
CUST058,2024-04-21,Samsung Galaxy S24 Ultra,256GB,Titanium,1199,iPhone 14,35,Male,120000-149999,Master's,Finance & Investment,Urban,New York,Mixed,2-3 years,Returning,Online,positive,"Overall, quality is great for the price. The battery life is really good."
CUST059,2024-02-26,iPhone 16,256GB,White,899,Samsung Galaxy A32,22,Female,25000-34999,High School,Retail & Customer Service,Urban,Las Vegas,Mixed,4+ years,New,Third-party,neutral,"To be fair, it's average for the price range. Does what it says but lacks wow factor."
CUST060,2024-05-10,Google Pixel 8,128GB,Mint,649,iPhone 12,36,Male,75000-99999,Bachelor's,Business & Management,Urban,Boston,Mixed,3-4 years,Returning,Online,positive,impressed with how well it performs. Hasn't given me any problems. Happy customer here!
CUST061,2024-03-16,iPhone 15,256GB,Red,899,iPhone 13,32,Female,85000-104999,Master's,,Suburban,Denver,Apple,2-3 years,Returning,Apple Store,neutral,there are both pros and cons to consider. Decent features but nothing that stands out.
CUST062,2024-01-25,iPhone 16,128GB,Pink,799,OnePlus 10,29,Male,40000-59999,Associate's,,Rural,Montana,Mixed,4+ years,New,Third-party,positive,"Honestly, been using it for months with no issues. Great value for money."
CUST063,2024-04-18,Samsung Galaxy Z Flip 5,128GB,Lavender,999,iPhone 13,24,Female,50000-74999,Bachelor's,Media & Creative,Urban,Los Angeles,Mixed,3-4 years,Returning,Online,positive,"Gotta say, been using it for months with no issues. Highly recommended."
CUST064,2024-02-22,iPhone 16,256GB,Blue,899,Samsung Galaxy S23,31,Male,70000-89999,Bachelor's,,Urban,Seattle,Mixed,2-3 years,New,Apple Store,neutral,"To be fair, it's average for the price range. Good battery life but the camera could be better."
CUST065,2024-05-16,OnePlus 11,256GB,Black,749,iPhone 12,27,Female,60000-79999,Bachelor's,Sales & Marketing,Suburban,Miami,Mixed,3-4 years,Returning,Online,positive,the performance is solid. Very responsive and fast.
CUST066,2024-03-12,iPhone 15 Pro Max,256GB,Natural,1099,iPhone 14 Pro,34,Male,150000+,Master's,,Urban,Chicago,Apple,2-3 years,Returning,Apple Store,neutral,This phone is it's functional but not outstanding. Good value but don't expect premium features. Decent enough for most people.
CUST067,2024-01-21,iPhone 16,128GB,Black,799,Google Pixel 6 Pro,28,Female,55000-74999,Bachelor's,,Urban,Boston,Mixed,4+ years,New,Carrier Store,negative,"Honestly, this phone has been nothing but trouble. The screen is not very responsive. Really wish I had chosen something else."
CUST068,2024-04-25,Samsung Galaxy S24,128GB,Cobalt,799,iPhone 13,26,Male,65000-84999,Bachelor's,,Urban,Austin,Mixed,3-4 years,Returning,Online,neutral,"it's functional but not outstanding. Works well for calls and texts, average for everything else."
CUST069,2024-02-18,iPhone 16,256GB,White,899,Samsung Galaxy A54,37,Female,40000-59999,High School,,Suburban,Phoenix,Mixed,4+ years,New,Carrier Store,negative,this doesn't live up to the hype. Connectivity issues are constant. Save your money and look elsewhere.
CUST070,2024-05-15,Google Pixel 8 Pro,128GB,Porcelain,899,iPhone 13 Pro,33,Male,95000-119999,Master's,,Urban,San Diego,Mixed,2-3 years,Returning,Online,positive,everything works perfectly. Screen quality is excellent. Would definitely recommend!
CUST071,2024-03-27,iPhone 15,128GB,Green,799,iPhone 12,29,Female,75000-99999,Bachelor's,,Urban,Portland,Apple,3-4 years,Returning,Apple Store,neutral,"Pretty standard phone, there are both pros and cons to consider. Fine for everyday tasks but not for heavy usage. Three stars - it's okay."
CUST072,2024-01-16,iPhone 16,128GB,Pink,799,Motorola Moto G Power,31,Male,35000-49999,High School,Security & Safety,Urban,Dallas,Mixed,4+ years,New,Third-party,positive,the performance is solid. Hasn't given me any problems. Would definitely recommend!
CUST073,2024-04-23,Samsung Galaxy A34,128GB,Silver,349,iPhone 11,49,Female,30000-39999,High School,Retail & Customer Service,Suburban,Atlanta,Mixed,4+ years,Returning,Third-party,positive,this phone exceeded my expectations. Hasn't given me any problems. Will probably buy another one.
CUST074,2024-02-14,iPhone 16,256GB,Blue,899,Samsung Galaxy S21 FE,30,Male,60000-79999,Bachelor's,,Urban,Houston,Mixed,3-4 years,New,Apple Store,negative,the quality is not what I expected. 
CUST075,2024-05-19,OnePlus 12 Pro,256GB,Silver,849,iPhone 14,32,Female,80000-99999,Master's,Technology & Data,Urban,San Francisco,Mixed,2-3 years,Returning,Online,negative,the quality is not what I expected. Build quality feels cheap and flimsy. Would not recommend this to anyone.
CUST076,2024-03-20,iPhone 15 Plus,128GB,Blue,799,iPhone 13,28,Male,85000-104999,Bachelor's,,Suburban,Denver,Apple,3-4 years,Returning,Apple Store,neutral,it's functional but not outstanding. Nice screen quality but performance is just okay.
CUST077,2024-01-30,iPhone 16,128GB,Black,799,Google Pixel 7a,25,Female,45000-64999,Bachelor's,Medical & Healthcare,Suburban,Seattle,Mixed,4+ years,New,Carrier Store,negative,"Unfortunately, I've had constant problems with it. Camera quality is poor, especially in low light. Would not recommend this to anyone."
CUST078,2024-04-16,Samsung Galaxy S24 Plus,128GB,Amber,849,iPhone 12,27,Male,70000-89999,Bachelor's,,Urban,Boston,Mixed,3-4 years,Returning,Online,negative,I'm having major issues with this device. The screen is not very responsive.
CUST079,2024-02-24,iPhone 16,256GB,White,899,Samsung Galaxy A73,23,Female,30000-39999,Some College,,Urban,Miami,Mixed,4+ years,New,Third-party,positive,"To be honest, this phone exceeded my expectations. Signal reception is strong. Will probably buy another one."
CUST080,2024-05-12,Google Pixel 8,256GB,Hazel,749,iPhone 13,34,Male,75000-99999,Master's,,Urban,New York,Mixed,2-3 years,Returning,Online,negative,"Unfortunately, the performance is really disappointing. It gets really hot during normal use. Look for alternatives before buying this."
CUST081,2024-03-13,iPhone 15,256GB,Black,899,iPhone 13,31,Female,90000-119999,Master's,,Urban,Los Angeles,Apple,2-3 years,Returning,Apple Store,positive,the performance is solid. Screen quality is excellent. Great choice if you're looking for reliability.
CUST082,2024-01-27,iPhone 16,128GB,Pink,799,OnePlus 9 Pro,26,Male,40000-59999,Associate's,,Rural,Wyoming,Mixed,4+ years,New,Third-party,positive,"To be honest, everything works perfectly. Very responsive and fast. Couldn't be happier with it."
CUST083,2024-04-20,Samsung Galaxy Z Fold 5,512GB,Icy Blue,1999,iPhone 14 Pro Max,41,Female,150000+,PhD,,Urban,Chicago,Mixed,1-2 years,Returning,Online,neutral,"it's neither great nor terrible. Acceptable performance, could be faster though. "
CUST084,2024-02-17,iPhone 16,256GB,Blue,899,Samsung Galaxy S22,28,Male,65000-84999,Bachelor's,,Urban,Austin,Mixed,3-4 years,New,Apple Store,neutral,"it meets basic expectations. Good value but don't expect premium features. Not bad, not amazing either."
CUST085,2024-05-09,OnePlus 11T,256GB,Green,699,iPhone 12,30,Female,55000-74999,Bachelor's,Business & Management,Suburban,Phoenix,Mixed,3-4 years,Returning,Online,positive,been using it for months with no issues. Very responsive and fast. Couldn't be happier with it.
CUST086,2024-03-24,iPhone 15 Pro,256GB,Blue,999,iPhone 13 Pro,33,Male,110000-149999,Master's,Technology & Data,Urban,San Diego,Apple,2-3 years,Returning,Apple Store,positive,"I have to say, quality is great for the price. Happy customer here!"
CUST087,2024-01-19,iPhone 16,128GB,Black,799,Google Pixel 6,29,Female,50000-74999,Bachelor's,,Suburban,Portland,Mixed,4+ years,New,Carrier Store,neutral,it's an okay choice if you're not too picky. Decent features but nothing that stands out.
CUST088,2024-04-28,Samsung Galaxy S24,256GB,Marble,899,iPhone 13,26,Male,75000-99999,Bachelor's,,Urban,Seattle,Mixed,2-3 years,Returning,Online,negative,"I expected better, but I regret buying this phone. Connectivity issues are constant."
CUST089,2024-02-13,iPhone 16,256GB,White,899,Samsung Galaxy A52,35,Female,40000-59999,High School,Real Estate & Property,Suburban,Dallas,Mixed,4+ years,New,Carrier Store,negative,this doesn't live up to the hype. It gets really hot during normal use. Very disappointed with this purchase.
CUST090,2024-05-07,Google Pixel 8 Pro,256GB,Obsidian,999,iPhone 13,32,Male,85000-104999,Master's,,Urban,Boston,Mixed,2-3 years,Returning,Online,positive,"Honestly, really happy with this purchase. Five stars from me."
CUST091,2024-03-17,iPhone 15,128GB,Pink,799,iPhone 12,27,Female,70000-89999,Bachelor's,,Urban,Miami,Apple,3-4 years,Returning,Apple Store,negative,I'm having major issues with this device. The screen is not very responsive.
CUST092,2024-01-24,iPhone 16,128GB,Pink,799,Motorola Edge 30,24,Male,30000-39999,Some College,,Urban,Las Vegas,Mixed,4+ years,New,Third-party,negative,I regret buying this phone. It freezes and crashes frequently.
CUST093,2024-04-15,Samsung Galaxy A54,128GB,Blue,449,iPhone 11,46,Female,35000-49999,High School,,Suburban,Atlanta,Mixed,4+ years,Returning,Third-party,neutral,it's neither great nor terrible. Reliable for basic use but struggles with demanding apps.
CUST094,2024-02-21,iPhone 16,256GB,Blue,899,Samsung Galaxy S23 Ultra,34,Male,80000-99999,Bachelor's,,Urban,Houston,Mixed,2-3 years,New,Apple Store,positive,"Overall, quality is great for the price. Five stars from me."
CUST095,2024-05-18,OnePlus 12,128GB,Black,699,iPhone 13,29,Female,60000-79999,Bachelor's,,Urban,San Francisco,Mixed,3-4 years,Returning,Online,neutral,it's an okay choice if you're not too picky. Decent enough for most people.
CUST096,2024-03-15,iPhone 15 Plus,256GB,Red,899,iPhone 13 Plus,31,Male,95000-119999,Master's,,Urban,Chicago,Apple,2-3 years,Returning,Apple Store,positive,"After using this for a while, been using it for months with no issues. Interface is smooth and intuitive. Five stars from me."
CUST097,2024-01-22,iPhone 16,128GB,Black,799,Google Pixel 7 Pro,27,Female,50000-74999,Bachelor's,,Suburban,Denver,Mixed,4+ years,New,Carrier Store,positive,really satisfied with the overall experience. Storage space is plenty for my needs.
CUST098,2024-04-12,Samsung Galaxy S24 Ultra,128GB,Black,1099,iPhone 14,36,Male,120000-149999,Master's,,Urban,New York,Mixed,2-3 years,Returning,Online,positive,everything works perfectly. The battery life is really good. Worth every penny.
CUST099,2024-02-19,iPhone 16,256GB,White,899,Samsung Galaxy A42,21,Female,25000-34999,High School,,Urban,Los Angeles,Mixed,4+ years,New,Third-party,positive,"Honestly, the performance is solid. "
CUST100,2024-05-14,Google Pixel 8,128GB,Sky,649,iPhone 12,38,Male,70000-89999,Bachelor's,,Urban,Seattle,Mixed,3-4 years,Returning,Online,positive,"After using this for a while, really satisfied with the overall experience. Screen quality is excellent. Great choice if you're looking for reliability."
CUST101,2024-03-08,iPhone 15,256GB,Green,899,iPhone 13,30,Female,80000-99999,Master's,,Urban,Portland,Apple,2-3 years,Returning,Apple Store,negative,"After a few weeks, there are too many problems to ignore. Build quality feels cheap and flimsy. Save your money and look elsewhere."
CUST102,2024-01-15,iPhone 16,128GB,Pink,799,OnePlus 10T,28,Male,40000-59999,Associate's,,Rural,Montana,Mixed,4+ years,New,Third-party,neutral,"Pretty standard phone, it's neither great nor terrible. Gets the job done."
CUST103,2024-04-11,Samsung Galaxy Z Flip 5,256GB,Mint,1049,iPhone 13,25,Female,55000-74999,Bachelor's,Sales & Marketing,Urban,Austin,Mixed,3-4 years,Returning,Online,positive,"I have to say, this phone exceeded my expectations. Would definitely recommend!"
CUST104,2024-02-16,iPhone 16,256GB,Blue,899,Samsung Galaxy S22 Plus,32,Male,75000-99999,Bachelor's,,Urban,Boston,Mixed,2-3 years,New,Apple Store,negative,this has been a frustrating experience. Build quality feels cheap and flimsy. Really wish I had chosen something else.
CUST105,2024-05-11,OnePlus 11,128GB,Silver,649,iPhone 12,26,Female,50000-74999,Bachelor's,,Suburban,Miami,Mixed,3-4 years,Returning,Online,neutral,This phone is you get what you pay for with this one. Solid build but the interface takes getting used to. 
CUST106,2024-03-22,iPhone 15 Pro Max,512GB,White,1199,iPhone 14 Pro Max,37,Male,150000+,Master's,Medical & Healthcare,Urban,San Diego,Apple,2-3 years,Returning,Apple Store,positive,impressed with how well it performs.
CUST107,2024-01-18,iPhone 16,128GB,Black,799,Google Pixel 6a,29,Female,55000-74999,Bachelor's,,Suburban,Phoenix,Mixed,4+ years,New,Carrier Store,negative,"Unfortunately, I've had constant problems with it. It gets really hot during normal use. Definitely my last purchase from this brand."
CUST108,2024-04-27,Samsung Galaxy S24,128GB,Gray,799,iPhone 13,24,Male,65000-84999,Bachelor's,,Urban,Seattle,Mixed,3-4 years,Returning,Online,neutral,it's functional but not outstanding. Nice screen quality but performance is just okay. Would work for someone with basic needs.
CUST109,2024-02-12,iPhone 16,256GB,White,899,Samsung Galaxy A33,33,Female,35000-49999,High School,,Suburban,Dallas,Mixed,4+ years,New,Carrier Store,positive,this phone does everything I need. Screen quality is excellent. Happy customer here!
CUST110,2024-05-16,Google Pixel 8 Pro,128GB,Bay,899,iPhone 13 Pro,35,Male,90000-119999,Master's,,Urban,San Francisco,Mixed,2-3 years,Returning,Online,negative,I regret buying this phone. The battery dies way too quickly. Save your money and look elsewhere.
CUST111,2024-03-19,iPhone 15,128GB,Blue,799,iPhone 12,28,Female,75000-99999,Bachelor's,Medical & Healthcare,Urban,Chicago,Apple,3-4 years,Returning,Apple Store,positive,"I'm really impressed, the performance is solid. Screen quality is excellent."
CUST112,2024-01-26,iPhone 16,128GB,Pink,799,Motorola Moto G Stylus,25,Male,30000-39999,Some College,,Urban,Houston,Mixed,4+ years,New,Third-party,positive,this phone exceeded my expectations.
CUST113,2024-04-14,Samsung Galaxy A34,256GB,White,399,iPhone 11,51,Female,30000-39999,High School,,Suburban,Atlanta,Mixed,4+ years,Returning,Third-party,negative,the reliability is just not there. Build quality feels cheap and flimsy.
CUST114,2024-02-23,iPhone 16,256GB,Blue,899,Samsung Galaxy S21,31,Male,70000-89999,Bachelor's,,Urban,Austin,Mixed,3-4 years,New,Apple Store,negative, I've had constant problems with it. Definitely my last purchase from this brand.
CUST115,2024-05-13,OnePlus 12 Pro,256GB,Green,849,iPhone 14,30,Female,85000-104999,Master's,Technology & Data,Urban,Portland,Mixed,2-3 years,Returning,Online,positive,"Honestly, this phone does everything I need. Screen quality is excellent. Worth every penny."
CUST116,2024-03-16,iPhone 15 Plus,128GB,Yellow,799,iPhone 13,29,Male,90000-119999,Bachelor's,,Suburban,Denver,Apple,3-4 years,Returning,Apple Store,positive, this phone exceeded my expectations. The battery life is really good.
CUST117,2024-01-23,iPhone 16,128GB,Black,799,Google Pixel 7,26,Female,45000-64999,Bachelor's,,Urban,Boston,Mixed,4+ years,New,Carrier Store,positive,really happy with this purchase.
CUST118,2024-04-26,Samsung Galaxy S24 Plus,256GB,Orange,949,iPhone 12,28,Male,80000-99999,Bachelor's,,Urban,Miami,Mixed,3-4 years,Returning,Online,neutral,"To be fair, it's an okay choice if you're not too picky. Decent enough for most people."
CUST119,2024-02-18,iPhone 16,256GB,White,899,Samsung Galaxy A72,22,Female,25000-34999,High School,,Suburban,Los Angeles,Mixed,4+ years,New,Third-party,negative,I regret buying this phone. Connectivity issues are constant. 
CUST120,2024-05-15,Google Pixel 8,256GB,Rose,749,iPhone 13,36,Male,75000-99999,Master's,,Urban,New York,Mixed,2-3 years,Returning,Online,neutral,it's neither great nor terrible. Good battery life but the camera could be better.
CUST121,2024-03-21,iPhone 15,256GB,Red,899,iPhone 13,32,Female,85000-104999,Master's,,Urban,Seattle,Apple,2-3 years,Returning,Apple Store,negative,"Honestly, the reliability is just not there. It freezes and crashes frequently."
CUST122,2024-01-17,iPhone 16,128GB,Pink,799,OnePlus 9,27,Male,35000-49999,Associate's,,Rural,Wyoming,Mixed,4+ years,New,Third-party,negative,Really disappointed because this doesn't live up to the hype. Connectivity issues are constant.
CUST123,2024-04-24,Samsung Galaxy Z Fold 5,256GB,Gray,1799,iPhone 14 Pro,39,Female,150000+,PhD,,Urban,San Francisco,Mixed,1-2 years,Returning,Online,positive,this phone exceeded my expectations. Great value for money. Perfect for everyday use.
CUST124,2024-02-15,iPhone 16,256GB,Blue,899,Samsung Galaxy S22,29,Male,65000-84999,Bachelor's,,Urban,Austin,Mixed,2-3 years,New,Apple Store,positive,quality is great for the price. Great value for money.
